date,ShelbyTN,FayetteTN,TiptonTN,DeSotoMS,MarshallMS,TunicaMS,BentonMS,CrittendenAR
2020-02-24,0.8199254526196419,0.91273061206641,0.9775606473878035,0.7765114188836953,0.9026336791699923,0.3131579198975056,1.052427521555466,0.8908960086627783
2020-02-25,0.9077906425794529,0.9060983135012219,1.002391167511956,0.8030926042021046,1.0460464505440108,0.2594630513141667,0.886927839824085,0.8883646155892019
2020-02-26,0.9138436181746112,1.0639470193527065,1.0373796276868983,0.8881680526931696,0.817531595057937,0.32111271524318535,1.0321161969793415,1.0099332244153574
2020-02-27,0.9851036490448852,0.9924445243451511,1.1666582258332912,0.933418388556313,1.1093476921211878,0.47181879894063533,0.886927839824085,1.1989541974581581
2020-02-28,1.2984005897114834,1.3842554576771893,1.2666622050833112,1.1701200955354345,1.2666814834271165,2.25133137650467,1.4368381459406279,1.366334846786603
2020-02-29,1.4249542753754436,1.0832122675658735,0.8638716655693585,1.442365745641653,1.226231727398547,3.4218049354150923,0.8290029512181014,1.1317487984194228
2020-03-01,0.7152514181688362,1.0123414200407166,0.7157350398286753,1.0524511582849292,0.9614696879388203,0.7223327054909122,1.1171228516868226,0.803285111799236
2020-03-02,0.8049721714717718,0.9134885890452891,1.011773153808866,0.8350689060785148,0.9614696879388203,0.311914983124743,1.1848272669405693,0.8534499135621877
2020-03-03,0.859040514609567,0.8218997040974484,0.986354789931774,0.7989258400747201,0.8589006637235187,0.3682821657695213,0.8786528557375155,0.8194922015995743
2020-03-04,0.8261703830433995,0.942165384746199,1.114104994320525,0.7894813754304965,0.8619212623879903,0.3909657618724363,0.9185232336091664,0.8918221280799407
2020-03-05,0.9194785588097093,0.9385649940965253,0.9714470723572354,0.8769352514220192,1.0067786679058863,0.4277566903462056,1.0321161969793415,0.9244832728585267
2020-03-06,1.2976125084985128,1.1962140021670364,1.1724190946120956,1.6154670969914395,1.0199117055775002,1.334479066076431,1.1742954690122105,1.101495564125458
2020-03-07,1.2274562178926838,0.8326377112982299,0.7136423160682117,1.0179940662055094,0.9610756968086722,2.4055798300044935,0.5702216306926673,1.119740116643553
2020-03-08,0.6748129342772916,0.9378701818658864,0.5639772965698866,0.6710718139203549,0.7583015951589601,0.7044965628017705,0.8395347491464603,0.6984483937764774
2020-03-09,0.6665770057146757,0.8333956882771082,0.9762673911313372,0.50754137525912,0.6839686019376279,0.32900536375022693,0.4122446617672576,0.7542007826896406
2020-03-10,0.7564406587233461,0.8489342163441214,0.966015396080077,0.5307777087382778,0.6819986462868864,0.3065082081632264,0.539378508188184,0.8973788445829136
2020-03-11,0.7147288744687609,0.922647477540073,0.9711178798555895,0.48696346137857544,0.7189024821441199,0.3698358367354744,0.4603900237254779,0.8781773020004179
2020-03-12,0.5802506536308009,0.9137412480382486,0.910029157050146,0.530663303364838,0.6653196884439371,0.22720884206098044,0.5882761414269999,0.7112597123805542
2020-03-13,0.5388140046305411,0.8465339559110058,1.0782935528914679,0.6296239513902221,0.8758422823199005,0.5749204042412827,0.5198194548926577,0.7287633693649194
2020-03-14,0.4383437809260557,0.7597455918293967,0.5944746304723731,0.6388245519489556,0.7232363845757523,1.275377422531575,1.4548926566749605,0.5319629932179561
2020-03-15,0.3560548787370487,0.7159092565509133,0.5536547602682739,0.4692095538213594,0.7413599765625785,0.5161294948896177,0.9380822869046928,0.5921607553334978
2020-03-16,0.4621259177737702,0.722731049360821,0.5330096876650484,0.4920906285093095,0.8413023932435574,0.24572859997514127,0.6123488224061101,0.5758610535914436
2020-03-17,0.4338659013411244,0.5906535607912115,0.4452563722262819,0.4537648284069931,0.8066311737904976,0.0755705557839585,0.573982987095653,0.6023480689222819
2020-03-18,0.3686652445602954,0.6015178974884721,0.4612927498064638,0.3887675229546044,0.725862992110075,0.06450841850637253,0.4784445344598105,0.5176698835464199
2020-03-19,0.3587411799217218,0.6046129701522269,0.4624449235622247,0.38682865294157287,0.7040621495751969,0.05816944096528379,0.5461489497135572,0.5484479188434431
2020-03-20,0.261211064341946,0.45276491538353125,0.3168242690841215,0.2854534494030656,0.5577601099134226,0.04536719220583027,0.3911810659105375,0.41379015558806204
2020-03-21,0.13753243544411456,0.28537833254782274,0.2418624337093122,0.16919049397878033,0.3027165183306902,0.031011272480423634,0.27683583125976424,0.27138385987575747
2020-03-22,0.16089760374748321,0.41985608155054865,0.27908470014542347,0.21500683537367823,0.401608291997939,0.03442934860552057,0.4197673745732314,0.2979326165010733
2020-03-23,0.3102704528690192,0.5137188974350251,0.3429950729649754,0.2816268907282782,0.4911756089183424,0.040706179307970936,0.4551241247612985,0.4354922205968958
2020-03-24,0.25209320998348855,0.40520185995889424,0.28296446891482235,0.221892232454118,0.4373301544647273,0.04275702498302919,0.4882240611075737,0.42672495678109373
2020-03-25,0.20689424634268627,0.5086025528275941,0.26391833131959175,0.22945804043975201,0.43824946710174084,0.04151408821026656,0.3249811932179845,0.4286080662626569
2020-03-26,0.24320143575649228,0.4710195276248598,0.3320846929104235,0.28704308196033373,0.4352288684372693,0.053446281228786315,0.4588854811642841,0.5059081669484602
2020-03-27,0.2495103511231162,0.5724621132981229,0.43766143093830717,0.34105145022706224,0.5979472051885599,0.04368922756260087,0.5062785718419063,0.5401745853834607
2020-03-28,0.21896074015156883,0.4818838643221205,0.42940810464704054,0.32919544073743756,0.4786992231303097,0.037785277891979135,0.5130490133672819,0.4530884895229772
2020-03-29,0.17385988675649494,0.4102550398180855,0.342524797962624,0.2471697986488586,0.45492842494468944,0.04797735942863158,0.550662577397141,0.3959777921313094
2020-03-30,0.15653699635762994,0.361054805619034,0.29359211522539813,0.2076220815547737,0.36308275277227237,0.020863233840104547,0.2703003864445197,0.28091420306806864
2020-03-31,0.16668227789085974,0.42838922743118746,0.27287225614501487,0.24857698023089486,0.34116663604124564,0.01968098392249878,0.23845230465800674,0.3332667755957884
2020-04-01,0.1812334769147933,0.36817004091361705,0.312289716059536,0.3002804071650022,0.44660559133775657,0.026148586412931024,0.30949802556638395,0.3838631116649105
2020-04-02,0.19403689807320929,0.41537355311182783,0.3374850647012819,0.3030426895593449,0.40052997584811934,0.03011260084255094,0.26050097666405553,0.34597858234373313
2020-04-03,0.2041646726495224,0.4615358113644898,0.4625335582232108,0.34751949828825285,0.5368585759859968,0.03741473268658752,0.26948376896281623,0.3669279743855763
2020-04-04,0.1697620433951232,0.4112953084917617,0.33682202921070964,0.246046242096078,0.3560074709929644,0.01905508690729553,0.29561552837739236,0.26686431139928746
2020-04-05,0.13507200826467475,0.32487123101121446,0.2824531189837841,0.20192284302644622,0.2812855926895452,0.01835964577929199,0.24416862702994355,0.24683485274051933
