date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2020-02-24,0.9380727487203845,0.872967311503593,0.8889696837262041,0.921607676744098,1.1754386787692503,0.9227998313300568,0.9895086825247659,1.0129987367036122,0.95645807882025,0.9606674776324345,0.8841362496457155,0.933733657366664,0.863560745994184,0.9440321714605456,1.0256104908455166,0.8650110782868474,0.9580693115753356,0.8740153894552357,0.9920329485700903,0.9803997499091881,0.9829318144431745,0.908669899340729,0.9854410387321998,0.9228462447321087,0.8762420380757927,0.8351558848470875,0.8964964503310376,0.9137412768648637,0.859697628284647,0.8667576931013387,0.7568009845319682,0.9822741256013066,0.9250367642274306,0.8532197226843822,1.0744069520187423,0.9272502865505088,0.8489982443051644,0.9113569854574676,1.0101158025517278,0.9553637866418226,0.8725092351066438,0.8218459748077045,0.8215946830422045,0.9029912249009278,0.9990281416461052,0.9632491629726635,0.8439869435962349,0.9826782616225846,0.8953870143098988,0.9441121100644152,0.9203878611747619
2020-02-25,0.9391631143410833,1.0330638151150802,0.9421288781843734,1.0030805717975504,0.7878106256708622,0.9357434951299377,1.0130616897053568,1.2856868584298025,0.9858747419709221,0.9791874304602111,0.9955007921999879,0.9483494177768114,0.9092196757911113,0.9850571139509515,1.0403045559713413,0.9512200378111625,0.9325056874033603,0.9516743824689906,1.211401302277842,1.0607320025176106,1.013292075438679,0.9397655581804437,1.113847800078221,0.9402643952502794,0.9840037280226185,0.9762570192803197,0.9544652015598533,0.9785036908252027,0.8893651879902668,0.9889549497584763,0.7716469953493348,1.007727747334505,0.9426783646007438,0.8038038195298125,1.1356076682618443,0.9411735865310449,0.8906847209860367,1.0231769617782684,1.0381123893224131,0.9794808060520451,0.9402431424923273,0.7601200452267622,0.9416392654024757,0.9506289473141918,1.02642484880646,1.0270984431404377,0.7754528010247436,1.0566231193249027,0.9279087152773466,1.002823982365876,0.9025596602023146
2020-02-26,0.9499527259369687,0.9924968951864037,0.9997448261806832,1.0131785825805781,0.5942360164948244,1.0309042407542202,1.0549085382359338,1.2299667661209386,1.0101838014047695,1.0012830526105692,1.0225187081858622,1.0109576175120163,0.9128913974903458,0.9747983066462447,1.0128185805646073,0.865536416643486,0.9203055125329228,0.9393272973283994,0.8061830178402188,1.063794266928202,1.0342514946476042,0.9705874767989193,0.7130295579599824,0.9588857804775555,0.9301943794081748,0.9668208565521907,0.9879516854046205,1.0065189738841747,0.84489226781235,0.9200286715168512,0.7952548056129022,1.033693681242342,0.9906621883406739,0.9444939885348422,1.157602580961308,0.9743790234214489,0.924820840921138,1.013533564685277,1.0654137324584934,1.0421363948469293,0.9993784127065596,0.8846515592751607,0.8904350238460732,0.9665867777378772,1.1349171134316716,1.081830364967238,0.781705527412648,1.11610459274555,0.9355184655880735,1.0338479999268757,0.9959369585871547
2020-02-27,1.0595878295317676,1.0652059618553398,1.0060626535643211,1.0289004275568632,1.128813404595719,1.020025718884326,1.0485262989716195,1.4557084297774343,1.0210196744495459,1.0764810617123892,1.06206470256445,1.0346177341983647,0.9417630758950718,1.0266581132331416,1.0812151038255688,1.0093648693360806,1.020606594003371,0.963811456616837,0.9109074736232572,1.1499960551182338,1.042284362307415,0.8685285102688074,0.8455051136901984,1.0383666348967937,1.0485122673348568,1.0267215970641725,1.0617599706993621,1.0317637790765706,1.0323192190738986,0.9960576664329664,0.7698634229429839,1.0397738519233641,1.0138640876243517,0.9574319682833015,1.1487353746268072,0.9148530122045284,1.0322813233048116,1.107266240895243,1.0485001722882212,1.1099702736547903,1.0987789249828508,1.0924975737798999,0.980210678004264,1.019437426068371,1.1317248481671118,1.0792121900967877,0.7934078777166171,1.1864411540915694,1.0821786361159935,0.9548535358233283,1.1183870787458798
2020-02-28,1.2420407815246923,1.294574436942052,1.2971969644418917,1.221502372821635,1.2457411461440162,1.16347849480658,1.1627286047922727,1.0687827055786714,1.1660471642417936,1.206078157307384,1.224290062828689,1.2173708812057935,1.0841508447203114,1.232222215942168,1.1748895837429236,1.187044100819487,1.2283455124339249,1.2266681651402322,1.184228054108488,1.2178694921763114,1.190986838593531,1.2493165366775227,1.2222626194607558,1.2056704789601704,1.1793943606811834,1.2918014017932182,1.3119975889888913,1.2264684123771052,1.3444595062303155,1.1180045300031252,0.9857826984558722,1.1499555654963514,1.203855317194876,1.3373200220833827,1.1989231643664982,1.2052997246231587,1.3292068504787713,1.2386424717850322,1.2135798063634846,1.3040246643214286,1.2770343402706763,1.408843245810656,1.2571842144945238,1.2312752601186916,1.2580261552406136,1.200891901426727,1.054662028760398,1.281958580484191,1.2997692273801122,1.2057068178607804,1.3862236628849254
2020-02-29,1.1995924596488519,1.2336558025912443,1.2991025434070518,1.1868972271441534,1.1100521433072184,1.1266012234402871,1.1799323410416382,0.5393389685856637,1.3339176229379486,1.2498232000521976,1.399495995748938,1.125286751014793,1.478260622379894,1.2337711033364043,1.0773659612677084,1.4536331896863224,1.3355840383654287,1.2247352582094067,1.1707674062739766,1.055990669613588,1.1421017046455895,1.4799688168010718,1.28108722705143,1.2430016983931118,1.423213951984168,1.293101136184188,1.2176395347400213,1.3304843612756565,1.3862610046399675,1.3863812708384369,1.3596774409303114,1.1620800175233468,1.2686982814234218,1.450837571363673,0.8391711946648057,1.3108765201594592,1.3357670168539248,1.1389579449030018,1.1801028712129258,1.215607881451547,1.3449340488005603,1.7122896448891283,1.558260693042249,1.4204234112328251,1.188160747860274,1.1841075757837902,1.8550437861049398,1.1612086085276971,1.3894732324435646,1.2703251262842057,1.2487844408427886
2020-03-01,0.792197041820281,0.6987677680700872,0.6924698109895538,0.7846747895825169,0.8315598633467208,0.7608243161442723,0.7965908979394131,0.4409925406766912,0.7553356146588116,0.8110276532739102,0.7177765410299635,0.8142614099634453,0.767192210473607,0.7389926919011799,0.713631252539128,0.7897112251398116,0.7868239499923139,0.7413513949760345,0.6843060310541472,0.6909284756721682,0.7303203691267443,0.8463278707529741,0.763886566351987,0.7743938080069899,0.7756185908416933,0.7321385614389005,0.7431582223230868,0.838858692849238,0.5840660141110536,0.7873710173923645,0.9872207037084929,0.7706337468362575,0.8236326821432757,0.884358351687225,0.5484007880227962,0.8619747655332004,0.7492674949838771,0.8631990014759258,0.7532939147230543,0.7709778311489145,0.7280413060935812,0.7271464343531182,0.7382827207025444,0.9038374455375091,0.47956928591206205,0.7450777677566007,1.0546210541444878,0.7982220896229258,0.8367807782733535,0.6352179827878793,0.7238137819258934
2020-03-02,0.8961312396010263,0.8567468827324232,0.8917838184269609,0.9135469298815021,0.9961392030870037,0.8719549197253522,0.9343089423902087,0.9965946708879151,0.9198676759316567,0.8600142525645027,0.8642171746661418,0.9177151102690901,0.8934876276484324,0.8737796944502535,0.8916873036566912,0.8428838429695593,0.8393376008371258,0.8296517003907482,0.8707791927049005,0.8912590054717225,0.9272358150744988,0.8130730474715703,0.9238177199442134,0.841914060326922,0.8555967626692533,0.9064728344152968,0.8741502196986117,0.9172594802639735,0.8133490289928397,0.8258820775265264,0.9952490090025816,0.9395339691499204,0.8951492134965152,0.7813792600782498,1.000743351874842,0.8747452584000747,0.8440700506929467,0.8825581789250628,0.8982321327857721,0.9013247544608424,0.8761457530160414,0.7728201365647653,0.8273317562281695,0.8632405577796388,0.9194376097035345,0.9306922259323143,0.7666186738344929,0.9465775523398154,0.8475927998942592,0.9218503878491872,0.897362096909405
2020-03-03,0.9041499424881204,0.933039878723267,0.9076143437662703,0.9233042329181593,1.02109753981902,0.9259785783316836,0.9328655027632204,1.0736683235313393,0.926536222730288,0.8568211523922113,0.9172874285898405,0.8933747217925659,0.9868536339378777,0.8646009936301411,0.9716616371960157,0.8971833766316792,0.8668278982856131,0.9445687587360514,0.892537552220803,0.9341039010975744,0.9366237306248025,0.9498262802442131,0.9251035057121866,0.8540540249056232,0.8983439898768572,0.9003810407833687,0.8755888495791987,0.8861039676116315,0.7866370848606206,0.8347942613524607,1.0113145374527912,0.9260728818878625,0.8867974360785816,0.7885071644393692,1.030683666528748,0.9093407175657264,0.8832887064919328,0.8806749975575914,0.9237977877984227,0.8856473401310953,0.859259885937885,0.8073713563606311,0.7159540389209884,0.9279437611115895,0.8629754967366196,0.8597089228505644,0.7856882600791253,0.8937223929525977,0.7521100259973875,0.9479575344947931,0.8768345162912871
2020-03-04,0.9359312334975394,0.8474012446517387,0.9029385924746564,0.9252151946902984,1.0098593937214548,0.9401015339411665,0.9236981560557703,1.248506000097838,0.8968844902119464,0.8412847741067346,0.8562949791068144,0.9045624333192801,0.8731784797614383,0.89092914026689,0.9626790386191411,0.9260021702579515,0.922884856305619,0.9069397747086829,0.8281074455954047,0.900516834927924,0.9528329156396713,0.8023787244462796,0.941483488848344,0.9023770152132868,0.8819496931346809,0.8195237903987876,0.874099100870368,0.8931621387364768,0.8010263856022,0.9061611179960832,0.9937909385603894,0.9631761494451807,0.9034481220033214,0.8010855736578788,1.0391060320429633,0.9161345597935393,0.862106991041943,0.9536263780893662,0.9237466627544194,0.9950820329160099,0.8695446056342193,0.7927088734364512,0.892439558578478,0.8942203325842563,0.910819196772177,0.9621060217074229,0.7769524719670589,0.9261238979812221,0.9467812815957801,0.9551211478065387,0.9032526686413668
