date,ShelbyTN,FayetteTN,TiptonTN,DeSotoMS,MarshallMS,TunicaMS,BentonMS,CrittendenAR
2020-02-24,12.769640148815515,-0.7196222405939801,0.24022239582570726,6.404803012738782,-0.8669073465359198,-0.848446308725461,-0.9529500405540687,-0.3533924196177164
2020-02-25,14.245228012917554,-0.7216595876346465,0.2717246532460167,6.658280857804967,-0.845761241838877,-0.8744320974258384,-0.9603488905026784,-0.3552296912345896
2020-02-26,14.346880297901025,-0.673170728066782,0.3161141977928166,7.469559252400083,-0.8794555844880112,-0.8445965622513311,-0.9538580812295799,-0.2669958421218195
2020-02-27,15.543604925660986,-0.6951352694956827,0.4801287918239352,7.901065879576976,-0.836427521633772,-0.7716619122531654,-0.9603488905026784,-0.12980542614480284
2020-02-28,20.80504194889375,-0.5747765676551606,0.6070029403169053,10.158250346328433,-0.8132287730741957,0.08953840446744343,-0.9357645299916164,-0.008321441916910532
2020-02-29,22.930355543601028,-0.6672527199962742,0.09598620773177124,12.754381402597545,-0.8191930590143873,0.6559925067624754,-0.9629384879846917,-0.1785827469976471
2020-03-01,11.011768402417939,-0.6890232283736829,-0.09195339619621157,9.036160857533913,-0.8582320215320048,-0.6504249744624,-0.950057762846885,-0.41697994216267364
2020-03-02,12.518518172064594,-0.7193894009321895,0.28362749482812233,6.963206465738817,-0.8582320215320048,-0.8490478316120439,-0.9470309605951811,-0.3805705960965863
2020-03-03,13.426529535867797,-0.7475241933985376,0.25137944532873324,6.618546648090209,-0.8733557465946336,-0.8217687687055134,-0.9607188330001089,-0.40521692266439924
2020-03-04,12.874516079200156,-0.7105803003944502,0.4134549799542462,6.528484353382697,-0.8729103616055932,-0.8107909760253772,-0.9589363827852165,-0.35272024707495775
2020-03-05,14.441512199566398,-0.7116862887879549,0.2324661582032823,7.362443402367017,-0.8515512466964007,-0.792985898582526,-0.9538580812295799,-0.32901496206700687
2020-03-06,20.791807093607847,-0.6325402070843456,0.48743755419891244,14.405073687106032,-0.8496147902223125,-0.35417495282036615,-0.9475017965010016,-0.20054038339442593
2020-03-07,19.613618426904598,-0.7442256315231726,-0.09460841599773384,8.707578465781449,-0.8582901152262274,0.1641873946923702,-0.9745075988134269,-0.1872985843020828
2020-03-08,10.332653771238721,-0.7118997251445962,-0.2844870793313228,5.399332281069514,-0.8881890031861489,-0.6590568278848634,-0.9624676520788712,-0.49306987400293956
2020-03-09,10.194341474387533,-0.7439927918613822,0.23858165325173286,3.839908098210749,-0.899149346829488,-0.8407768919215303,-0.9815701374007361,-0.4526050869288758
2020-03-10,11.703491068943944,-0.7392195787946776,0.22557503939258972,4.061489478686548,-0.8994398153006011,-0.851664456168679,-0.9758864753947586,-0.34868721181840656
2020-03-11,11.002992923270318,-0.7165759216855547,0.23204851463899812,3.6436773732104797,-0.8939983726084134,-0.8210168650972849,-0.9794177446884132,-0.3626235892049334
